Mfcc,Chroma,MelSpectogram,Centroid,Spread,Flatness,Noiseness,Rolloff,Crest,Entropy,Decrease,Contrast,Pitch,Emotion
-0.23309185,2.6780353E-06,6.861074E-08,451.8304,620.80865,0.80986094,0.022558402,808.31024,5.623154,0.6481752,-0.032543324,0.30771428,0,1
2.2024165E-06,5.058099E-08,1.9978369E-10,465.43506,631.97095,0.7878677,0.027317224,798.7395,5.9532704,0.63078886,-0.047283817,0.30921382,0,1
0.6222965,4.7647804E-06,6.416059E-08,490.26105,685.17896,0.8601733,0.028699232,921.123,5.7607555,0.677388,-0.039321773,0.3062364,0,1
0.5513194,4.1802676E-05,1.230709E-06,525.2459,698.6847,0.87155116,0.035424896,967.08685,5.4699693,0.68356115,0.0045528756,0.28973195,0,1
1.5794046,3.5749827E-06,3.3262384E-07,475.85754,713.57355,0.95796996,0.024157599,845.14435,6.379932,0.7123322,-0.050805736,0.31300062,0,2
2.2024165E-06,0,0,353.81317,512.7215,0.6962509,0.013649415,610.07556,5.961483,0.579804,0.051809803,0.33289582,0,2
2.2024165E-06,3.3956113E-08,8.2723876E-11,389.29236,568.48895,0.7273422,0.020508656,703.1496,5.6032934,0.5889712,0.0381694,0.32325876,0,2
0.01736312,8.524458E-07,3.3794822E-09,481.8472,663.22815,0.8448034,0.028677344,923.3503,5.928119,0.6577877,0.0636672,0.30814832,0,2
0.17860292,4.6614392E-07,1.16446035E-08,515.37317,722.3244,0.97123814,0.031201791,978.1022,5.9025884,0.72003096,-0.01577682,0.2969825,0,2
2.2024165E-06,2.6140347E-06,2.5324873E-09,442.78036,605.05035,0.79798627,0.022755323,803.99005,5.487061,0.62974876,0.03183515,0.31635702,0,2
-0.3305776,0.00059473235,8.125999E-08,566.6843,748.0812,0.9333108,0.041208845,1118.6732,5.628808,0.7053718,0.03746796,0.30671316,0,2
2.2024165E-06,0,0,407.91806,586.7559,0.7538566,0.021847447,767.32184,5.780727,0.6242307,-0.033343267,0.3207608,0,2
-0.74178904,0.00014426831,4.5325237E-06,650.3079,857.4026,1.0931007,0.030525753,1211.7646,5.6935186,0.8132733,0.0330917,0.31404045,7.609014,3
0.15018576,0.0001872648,1.5810438E-07,560.53125,766.3032,0.986153,0.029522471,1081.7439,5.8339744,0.7293325,-0.010273968,0.31018066,0,3
0.024535049,0.00026233197,2.236526E-07,557.6248,702.45026,0.8575856,0.03328854,1033.155,5.8945947,0.66875243,0.035973866,0.31034365,2.9357524,3
0.899183,0.00028013083,7.944316E-06,570.4326,804.5939,1.0499729,0.030373465,1040.7008,6.3234515,0.7950737,-0.0078051267,0.3149835,2.944424,3
0.021895764,0.004010754,5.8822134E-06,545.92834,706.339,0.8539547,0.022341926,958.3106,6.0866084,0.6857233,0.032749686,0.3157424,40.247845,3
-0.46876675,0.02580493,0.00013219244,599.56744,773.5979,0.92326397,0.026996631,1093.4066,6.4966693,0.7280738,0.051419273,0.3014104,52.596424,3
0.383494,0.0007450087,6.533884E-05,637.8331,815.2648,1.0256836,0.024809439,1184.4686,7.1526933,0.78458685,0.06341841,0.32188514,16.821451,3
2.2024165E-06,8.373931E-06,1.7646764E-09,486.80118,645.3403,0.7968535,0.019519005,849.4792,6.257071,0.65427375,0.05621959,0.322042,23.636608,3
2.2024165E-06,0,0,434.70984,571.38055,0.7338064,0.01944311,798.4252,6.649458,0.593453,0.045681186,0.33694017,0,4
2.2024165E-06,0,0,406.14572,558.89734,0.73631746,0.019778628,723.7968,5.9608545,0.5979505,0.03545474,0.3095649,0,4
2.2024165E-06,2.484116E-10,0,441.09155,597.3573,0.7642605,0.02714536,839.08356,6.161148,0.6015172,0.050475866,0.3194534,0,4
0.23357496,1.4909944E-07,1.0032537E-08,439.27942,584.11896,0.7559251,0.026554927,812.8342,6.460079,0.59419006,0.039947644,0.341453,0,4
-0.11244084,8.803991E-06,6.287327E-07,494.54196,640.6695,0.85920143,0.021184813,883.8275,5.658324,0.64864117,0.02760959,0.29691634,0,4
0.0008545684,1.6231535E-06,2.2242228E-09,465.29987,632.47,0.85896015,0.021925585,827.5401,5.640542,0.63867265,0.031466823,0.28895447,0,4
0.043353688,1.3763062E-08,3.1513142E-10,390.64832,536.4581,0.7493433,0.017083244,685.0136,5.4898286,0.5979551,0.04988238,0.3123346,0,4
2.2024165E-06,0,0,479.2704,621.7054,0.7940422,0.022823213,884.0659,5.6602674,0.61565673,0.03812815,0.29804802,0,4
2.2024165E-06,2.531678E-07,0,455.47906,626.7602,0.7802195,0.023318892,813.5989,5.383208,0.64055383,-0.0018324958,0.29413617,3.2382107,5
0.010384464,2.3569466E-05,2.090443E-06,526.20465,687.50366,0.8546926,0.02211516,964.1484,5.728612,0.70091355,0.0037903395,0.30921173,6.640803,5
0.13111863,2.15862E-07,1.2087242E-09,448.54562,634.5289,0.79452276,0.023358937,796.79144,5.819851,0.65991193,-4.524906E-05,0.3099294,1.8100572,5
-0.16088705,0.00024956538,3.486727E-05,558.5934,732.85944,0.87291217,0.029723622,984.748,5.705058,0.69539917,0.006801644,0.29841563,5.1603107,5
0.084616765,4.34993E-05,5.2750346E-09,633.2424,751.73376,0.75152606,0.037073236,1208.398,5.5910487,0.6587792,0.028275236,0.30301362,84.45093,5
2.2024165E-06,1.8266172E-06,3.9981532E-10,583.8896,727.1708,0.7773146,0.028220786,1040.1763,5.7268143,0.6635252,-0.015160823,0.32789955,68.20188,5
0.27948946,3.5139837E-07,7.449285E-09,624.26935,765.45654,0.8557114,0.02732916,1142.3174,5.919862,0.6946634,0.020301145,0.31243706,128.7251,5
-0.10518902,8.939803E-06,1.2354535E-07,644.9307,756.3443,0.828462,0.02925398,1149.874,6.134008,0.67953926,0.030297976,0.33540833,108.11914,5
-0.33078834,0.00044923346,5.7527186E-06,664.2237,803.00726,0.8988831,0.03130441,1201.9391,6.513344,0.7005337,0.03024187,0.31476763,2.6938775,6
-0.020279631,0.00025554004,7.726693E-06,646.66315,782.00226,0.9033928,0.029406479,1229.6495,6.616706,0.6963467,0.030945366,0.3307092,5.2350655,6
-0.5950798,0.00048603452,6.713052E-06,695.0547,833.49786,0.90512663,0.045151506,1236.2638,6.972559,0.6938359,9.1243346E-05,0.33360052,4.1468725,6
-1.0712954,0.001836245,3.1911783E-05,791.3265,958.11566,1.0563632,0.045623805,1523.9893,7.18968,0.7733007,0.031196224,0.33347264,4.4181576,6
-0.22836971,0.0053691203,4.0982453E-05,795.88495,891.4225,0.9662009,0.042457525,1477.4536,5.8061934,0.7312733,0.028739844,0.31466502,42.201485,6
-0.29933965,0.0033207552,1.885614E-05,795.58856,906.5105,1.0135187,0.044951905,1496.9529,5.6533513,0.7646424,0.027717866,0.2879142,82.2409,6
-1.1002129,0.0014259247,1.41070495E-05,803.94385,941.6451,1.0181186,0.04983564,1553.7815,5.7681494,0.75309956,0.024194662,0.3006063,83.56613,6
-1.2787448,0.025639579,0.00021742257,840.2582,989.75336,1.057733,0.055740852,1621.0084,5.654551,0.80401087,0.037965942,0.30026668,54.119164,6
2.2024165E-06,0,0,440.75104,584.59094,0.70940536,0.022614105,853.022,5.0099053,0.59530485,0.021720542,0.31712168,0,7
-0.040513504,6.345992E-06,1.5085174E-06,435.5008,598.1782,0.7700129,0.020272717,813.5734,4.818346,0.62749195,0.02700182,0.310014,0,7
2.2024165E-06,0,0,360.2537,528.928,0.6659929,0.01604614,640.36456,5.118116,0.5917147,0.040832292,0.312299,0,7
-0.008457571,4.080841E-08,2.585128E-09,406.12674,571.16925,0.724603,0.019175429,756.69293,5.241692,0.6088008,0.022474803,0.31872007,0,7
2.2024165E-06,0,0,482.33325,648.70337,0.74750185,0.025643958,911.67883,5.38724,0.62227803,0.03905497,0.307331,0,7
0.0841109,1.4845237E-07,1.1297922E-08,531.0089,702.1022,0.8372795,0.031424135,1016.18005,5.3733335,0.6713539,-0.0022883066,0.29093271,0,7
2.2024165E-06,0,0,431.64648,576.0373,0.70840997,0.018919662,795.9698,5.344457,0.6180773,0.027645541,0.32897744,3.6186738,7
0.028514735,0.00043799076,2.5160723E-05,587.3203,776.2594,0.8810179,0.035958562,1146.1346,6.136032,0.7150209,0.004957024,0.32016534,2.8659828,7
0.06972618,0.00022440018,4.8006586E-07,556.1436,707.40436,0.8168059,0.030720873,996.0114,5.597379,0.64379996,0.00015329488,0.2999914,1.9398441,8
-0.29014286,7.241633E-05,7.802396E-08,555.552,724.82983,0.90795076,0.027677441,1008.8319,5.6306486,0.67313045,0.02903985,0.29801774,0,8
-0.06970287,1.1679042E-05,9.177798E-08,548.68524,718.0367,0.8564056,0.037311554,961.62463,5.7781363,0.66586417,0.013527069,0.31236243,0,8
0.118075565,0.0014738571,3.3757107E-05,563.70465,733.93915,0.8711137,0.030067539,985.4701,6.2936583,0.6742737,-0.014179656,0.3155925,0,8
-0.63624626,0.006275966,9.539E-05,610.0075,769.34924,0.84557796,0.033959195,1138.9487,6.0953975,0.6826998,-0.016181268,0.30565137,11.119693,8
1.5263743,0.002555198,2.4760859E-05,637.49744,823.6222,0.9607387,0.033063743,1181.2834,6.3089,0.7306918,-0.009905096,0.31329542,4.901658,8
0.28339016,0.00028758615,3.7507856E-05,622.603,759.7163,0.8757681,0.03981761,1106.0647,5.8454514,0.67990506,-0.015576948,0.2913133,10.33084,8
-0.34107274,0.0077618295,0.000102869104,625.8287,773.7485,0.88479054,0.033315197,1168.5676,6.06589,0.7002269,0.044811834,0.30138078,27.722729,8
0.1404387,3.01697E-10,1.8762712E-10,340.9495,526.8015,0.7154183,0.013797116,579.3255,4.3352785,0.6384339,-0.008175373,0.29711977,0,1
8.171033,0.00020873614,1.4248152E-05,398.56342,650.74976,0.9100145,0.014711202,648.99133,5.6545563,0.76441115,-0.2461497,0.2866336,0,1
0.7154214,9.058546E-07,6.5427045E-08,419.31088,649.0553,0.84508425,0.02227558,773.34296,4.060952,0.7138584,-0.050504588,0.2952887,0,1
1.6438723,2.9384E-05,3.0673148E-06,517.8524,772.40295,1.0297636,0.029483933,955.3779,4.8778553,0.8059281,-0.028917141,0.28806698,0,1
-0.0157962,5.4800026E-08,2.680424E-09,317.19455,512.37103,0.6808526,0.0131702,543.96326,4.5493584,0.63514704,-0.19935517,0.29825374,0,2
2.2024165E-06,9.223224E-09,2.7406494E-10,335.625,516.99,0.67704743,0.01535739,639.08356,4.3426666,0.6239699,-0.20952214,0.28397194,0,2
1.0171745,3.02308E-05,1.4039052E-06,477.52457,704.551,0.9402236,0.021279674,936.08923,5.545842,0.7694727,-0.32034612,0.30415154,0,2
0.18323311,8.389143E-06,5.9592765E-07,468.2468,680.20465,0.8528254,0.025734944,881.599,4.688543,0.6790261,-0.029645337,0.30642495,0,2
1.9795865,0.043791585,0.0029511303,500.60263,682.79315,0.8569171,0.017742379,893.01746,5.5176163,0.75046575,-0.13282344,0.32493263,0,2
-0.57447225,0.000628229,3.3914865E-05,555.91943,745.56445,0.88398504,0.025773238,978.5533,5.1242003,0.762942,0.07085988,0.34042194,0,2
2.2382278,0.00013540212,7.4931995E-06,509.89383,721.80786,0.865427,0.028936224,907.29926,5.24851,0.7251891,-0.086768635,0.3048833,0,2
2.591192,0.00039764962,2.7163012E-05,556.397,753.49927,0.87853235,0.03823386,1049.1184,5.027376,0.71811837,-0.033877317,0.3200639,0,2
1.3232231,0.00027391728,1.7735305E-05,496.32022,688.5294,0.9380675,0.015298652,919.7861,5.241119,0.8012033,0.044259407,0.33483967,0,3
2.2581186,0.005077939,0.0003270832,542.1749,738.2876,0.9238477,0.019094657,999.29974,6.4814878,0.77935386,0.0005911717,0.33600843,7.4558134,3
0.32274932,6.7676106E-06,3.556333E-07,450.44678,644.8858,0.79102165,0.021517325,796.2536,5.3013673,0.6790101,0.0009819195,0.3006843,6.780717,3
2.2024165E-06,0,0,376.33337,547.75684,0.6626305,0.017851517,701.87317,4.8109374,0.61001074,-0.061018493,0.30967793,0.8148714,3
-1.733427,0.026634868,0.001021551,639.0587,788.8158,0.844609,0.029325282,1079.274,7.2168417,0.74782264,-0.007836278,0.34722075,51.25641,3
0.10620832,0.04474268,0.0023001328,611.28394,783.0801,0.803009,0.024390524,1044.7368,7.4184437,0.7598304,0.08877186,0.33985493,61.566086,3
2.4554083,15.7794285,2.1621437,549.7782,764.3602,0.78184414,0.02361152,976.1557,6.8925796,0.7195233,0.054832637,0.32280725,92.24574,3
-0.12971637,0.020112792,0.0007771363,609.3041,759.06726,0.82074624,0.019896321,1059.9738,7.1801386,0.7244164,-0.016177898,0.33557472,53.619747,3
1.1433991,1.423846E-06,1.3033382E-07,369.7133,576.8839,0.8499782,0.0137952715,685.7143,4.3303847,0.7193417,-0.007394816,0.27403465,0,4
1.4373728,1.5184143E-06,1.153034E-07,359.12207,541.6742,0.81036645,0.013768457,632.06213,4.511207,0.6423329,-0.085333735,0.25804275,0,4
2.4805827,5.8574617E-05,4.242445E-06,442.25293,657.44775,0.89797395,0.018996578,800.9887,4.848815,0.7136016,-0.00031453162,0.28402758,0,4
4.6524467,0.00014260931,1.880715E-05,389.49017,634.0137,0.8305989,0.01788517,668.94586,5.271594,0.723681,-0.07956306,0.2955943,0,4
1.197797,0.4481907,0.096267,507.88138,706.5792,0.93195873,0.017539699,858.9572,6.652274,0.78025323,0.051669933,0.30602852,17.194221,4
1.0288837,2.4086435,0.59462845,460.68634,682.0348,0.840424,0.01533361,747.11285,7.017365,0.7573866,0.07691216,0.32079294,31.389126,4
4.8909984,0.20949881,0.0076835616,442.0426,664.4252,0.81375533,0.016011208,735.6105,6.820904,0.64744985,-0.1613927,0.29648915,26.801897,4
0.8579715,9.4077996E-07,5.370037E-08,359.00323,537.05664,0.6679347,0.011620843,597.00275,5.543374,0.5587477,-0.064988546,0.27783647,16.208601,4
0.55033344,0.0002598052,1.9424684E-05,488.05234,721.1461,0.97127616,0.021853695,903.02264,5.4600215,0.8119922,-0.2395964,0.29862848,0,5
-1.326253,0.000772821,6.082476E-05,546.59576,776.39813,0.9145807,0.025626339,1019.30695,5.6282907,0.7934555,0.06222535,0.32454512,3.6368365,5
-1.4753842,0.0008210645,5.161668E-05,545.37616,765.55457,0.8914751,0.031071758,1043.7666,5.3546033,0.7787391,-0.028126026,0.3174264,0,5
-3.5664928,0.0006508929,5.5980876E-05,567.17,767.45746,0.89427525,0.024093553,1064.042,5.9089155,0.7961543,0.08475664,0.3185592,8.444032,5
-0.91395324,0.0076249284,0.00061308825,644.9647,867.5053,0.8382486,0.030960558,1115.3318,7.3139906,0.6794465,-0.047567017,0.32322043,93.098076,5
-1.5286119,0.010928958,0.00041136707,641.8208,814.2462,0.79078245,0.024357086,1070.2517,7.288871,0.69249284,-0.022180064,0.34427273,88.46398,5
5.478292,0.0120514715,0.00052895217,612.46564,832.37537,0.84128225,0.03195233,1102.6128,6.9683948,0.680257,-0.06419443,0.33704945,116.247,5
-1.9712731,0.0019307805,0.0001593958,652.59314,846.8488,0.81591123,0.0278437,1177.8523,7.211362,0.7184538,0.011009578,0.3604307,106.44638,5
1.054483,2.0997642E-05,1.1893435E-05,506.15652,719.2383,0.9886834,0.021056434,977.8976,4.6534586,0.7754,0.055580698,0.3025976,0,6
-1.2570187,0.000575616,7.514164E-05,472.48105,667.5336,0.8728752,0.012920287,866.27295,5.2726817,0.8062507,0.08407256,0.33480608,2.0175927,6
0.94943404,9.26497E-06,1.4899008E-06,521.60004,732.3429,0.9560124,0.02082926,974.35156,4.892472,0.8056027,0.098647855,0.31777322,0,6
0.35245582,5.8248974E-05,3.4914163E-07,604.6525,835.53644,1.0319145,0.0336079,1232.6499,4.8206263,0.77379054,0.013266561,0.29762563,0.7291287,6
4.841411,13.319696,2.4567194,477.7627,714.779,0.78655994,0.015613361,877.67584,6.1422215,0.6442934,-0.068108164,0.30160448,41.42703,6
1.5478212,0.0645893,0.033528812,694.0232,864.91205,0.8210822,0.030125627,1289.1473,7.6520524,0.71181554,0.025257172,0.33876958,77.648926,6
6.3181515,0.5315334,0.12520358,558.0733,797.3933,0.810768,0.026480746,946.9419,7.455936,0.6341654,-0.10501626,0.31715554,56.877617,6
-3.5194082,1.003865,0.34964508,769.89417,909.9176,0.833223,0.032611676,1453.959,6.967667,0.6933143,-0.018453294,0.3289839,60.4531,6
-0.75363195,0.022583134,0.0019372113,537.0544,716.6475,0.93015414,0.020513345,1023.6908,4.9203815,0.8209943,0.041006457,0.2995021,0,7
0.402601,8.0493475E-05,4.7621856E-07,595.72314,771.4701,1.0341438,0.027451161,1154.8224,4.9800873,0.82686216,-0.041404463,0.309775,0,7
3.8080308,0.000997787,0.00013505612,495.27014,742.73,0.9782299,0.026360832,898.5994,4.97725,0.7590354,-0.13120429,0.30516443,0,7
-0.85343915,0.0064653475,8.7741E-05,659.8706,832.5883,0.9878414,0.037051264,1249.7327,5.121548,0.8294789,-0.00044100627,0.3116447,0.7300597,7
3.232345,0.0027924369,0.00064908084,508.06998,721.40234,0.92868334,0.016743261,930.09827,5.059716,0.81438583,-0.071790114,0.29498786,0,7
1.3092428,0.02391202,0.00081647065,510.28503,684.47394,0.8464256,0.019374244,932.9238,5.337373,0.8092307,-0.048050564,0.31536826,0,7
1.2950249,0.11367803,0.020713875,478.1895,703.68024,0.888283,0.01892535,868.50397,5.2335587,0.8159453,-0.0028878304,0.31711215,2.5718946,7
2.2007334,0.030738704,0.003496234,568.7714,776.197,0.8783498,0.030804122,1028.9003,6.0405545,0.8060412,-0.00090028055,0.31274998,12.730537,7
0.56276834,3.0179157E-07,4.6688946E-08,464.65118,606.1626,0.79627335,0.01604602,866.04364,5.4800243,0.65263015,0.030339656,0.29079437,0,8
1.5263746,6.78268E-05,1.6576178E-05,444.8066,670.034,0.9107281,0.016977465,851.6467,5.4230084,0.65718585,-0.14494103,0.27352294,0,8
0.34938753,0.0007561196,0.00016054283,424.29626,611.2633,0.83541775,0.019329946,800.6309,4.6980324,0.6871584,0.005880659,0.29079592,0,8
2.2024165E-06,0,0,454.7262,608.20917,0.7215387,0.019173129,880.6497,4.9890733,0.6241412,0.019007951,0.2905419,1.7383746,8
1.2471138,0.0026417156,6.0696374E-07,538.81146,709.3633,0.9118418,0.018611502,1049.6914,5.4158382,0.73588043,0.030606398,0.29004627,16.031755,8
